id_siniestro;fecha_ocurrencia;fecha_reporte;monto_pagado;monto_reserva;ramo;id_poliza
AUTC-LPZ0000633-2023;2023-06-04;2023-06-04;68.48;68.48;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0001063-2023;2023-08-16;2023-08-16;42.24;42.24;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000330-2023;2023-07-30;2023-07-30;305.39;305.39;AUTOMOTORES;AUTI-LPZ0001376
AUTG-LPZ0000102-2023;2023-07-11;2023-07-11;172.48;172.48;AUTOMOTORES;AUTG-LPZ0000024
AUTG-LPZ0000094-2023;2023-04-28;2023-05-03;159.93;159.93;AUTOMOTORES;AUTG-LPZ0000013
AUTI-SCZ0000941-2023;2023-08-29;2023-08-29;118.71;118.71;AUTOMOTORES;AUTI-SCZ0004086
AUTI-SCZ0000829-2023;2023-08-04;2023-08-04;249.59;249.59;AUTOMOTORES;AUTI-SCZ0004032
AUTC-LPZ0001114-2023;2023-08-27;2023-08-27;256.49;256.49;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000024-2022;2022-06-27;2022-06-27;386.11;115.83;AUTOMOTORES;AUTC-LPZ0000005
AUTI-LPZ0000339-2023;2023-08-02;2023-08-02;51.02;51.02;AUTOMOTORES;AUTI-LPZ0001540
AUTC-LPZ0001001-2023;2023-08-21;2023-08-21;479.33;479.33;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000850-2023;2023-08-12;2023-08-12;244.51;244.51;AUTOMOTORES;AUTI-SCZ0004042
AUTK-LPZ0000003-2023;2023-09-03;2023-09-05;101.90;101.90;AUTOMOTORES;AUTK-LPZ0000047
AUTC-LPZ0000925-2023;2023-08-04;2023-08-04;262.39;262.39;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000672-2023;2023-06-24;2023-06-24;173.49;173.49;AUTOMOTORES;AUTI-SCZ0001842
AUTC-LPZ0001041-2023;2023-08-17;2023-08-17;517.43;517.43;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000841-2023;2023-07-09;2023-07-11;50.73;50.73;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000841-2023;2023-07-09;2023-07-11;147.11;147.11;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000949-2023;2022-10-15;2022-10-16;542.80;162.84;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000842-2023;2023-07-10;2023-07-10;179.58;179.58;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000800-2023;2023-08-05;2023-08-05;515.41;515.41;AUTOMOTORES;AUTI-SCZ0000482R1
AUTC-LPZ0000887-2023;2023-07-31;2023-07-31;925.29;925.29;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000921-2023;2023-08-12;2023-08-12;628.22;628.22;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000810-2023;2023-07-15;2023-07-15;360.17;360.17;AUTOMOTORES;AUTI-SCZ0005103
AUTC-LPZ0000904-2023;2023-08-01;2023-08-01;404.21;404.21;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000900-2023;2023-07-27;2023-07-27;393.66;118.10;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000904-2023;2023-08-01;2023-08-01;24.35;24.35;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000805-2023;2023-07-25;2023-07-31;198.86;198.86;AUTOMOTORES;AUTI-SCZ0003411
AUTI-SCZ0000803-2023;2023-07-25;2023-07-26;157.26;157.26;AUTOMOTORES;AUTI-SCZ0003411
AUTC-LPZ0000866-2023;2023-08-01;2023-08-01;163.27;163.27;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000819-2023;2023-07-25;2023-07-25;167.41;167.41;AUTOMOTORES;AUTI-SCZ0004166
AUTI-SCZ0000996-2024;2024-05-29;2024-05-29;356.12;356.12;AUTOMOTORES;AUTI-SCZ0003892R1
AUTG-LPZ0000144-2024;2024-06-17;2024-06-17;339.88;339.88;AUTOMOTORES;AUTG-LPZ0000075
AUTC-LPZ0001608-2024;2024-05-10;2024-05-10;254.66;254.66;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000732-2024;2024-02-25;2024-02-26;111.60;111.60;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0001647-2024;2024-05-16;2024-05-16;355.10;355.10;AUTOMOTORES;AUTC-LPZ0000001
AUTI-LPZ0000304-2024;2024-05-01;2024-05-01;228.28;228.28;AUTOMOTORES;AUTI-LPZ0002722
AUTC-LPZ0001616-2024;2024-05-12;2024-05-13;614.83;614.83;AUTOMOTORES;AUTC-LPZ0000001
AUTG-SCZ0000123-2024;2024-05-17;2024-05-17;75.80;75.80;AUTOMOTORES;AUTG-SCZ0000108
AUTI-SCZ0001116-2024;2024-06-14;2024-06-14;172.48;172.48;AUTOMOTORES;AUTI-SCZ0006922
AUTC-LPZ0002132-2024;2024-06-12;2024-06-12;304.37;304.37;AUTOMOTORES;AUTC-LPZ0000001
AUTG-SCZ0000091-2024;2024-04-12;2024-04-12;314.61;314.61;AUTOMOTORES;AUTG-SCZ0000156
AUTC-LPZ0002047-2024;2024-06-09;2024-06-09;728.94;728.94;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0002047-2024;2024-06-09;2024-06-09;43.73;43.73;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000371-2024;2024-05-26;2024-05-26;2349.79;2349.79;AUTOMOTORES;AUTI-LPZ0000568R1
AUTI-LPZ0000576-2024;2024-08-03;2024-08-08;949.71;949.71;AUTOMOTORES;AUTI-LPZ0003378
AUTC-LPZ0003386-2024;2024-09-22;2024-09-22;980.03;980.03;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0003574-2024;2024-10-06;2024-10-07;1229.20;1229.20;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0003821-2024;2024-10-25;2024-10-25;548.13;548.13;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0001816-2024;2024-10-14;2024-10-14;551.83;551.83;AUTOMOTORES;AUTI-SCZ0007004
AUTC-LPZ0003678-2024;2024-10-14;2024-10-14;846.44;846.44;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0004043-2024;2024-11-11;2024-11-11;326.02;326.02;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0003734-2024;2024-10-18;2024-10-18;39.23;39.23;AUTOMOTORES;AUTC-LPZ0000014
AUTC-LPZ0003707-2024;2024-10-17;2024-10-17;3574.02;3574.02;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0003705-2024;2024-10-17;2024-10-17;2765.99;2765.99;AUTOMOTORES;AUTC-LPZ0000001
AUTK-SCZ0000324-2024;2024-11-01;2024-11-01;314.74;314.74;AUTOMOTORES;AUTK-SCZ0000417
AUTI-SCZ0000676-2024;2024-04-10;2024-04-11;1453.12;1453.12;AUTOMOTORES;AUTI-SCZ0001796R1
AUTK-SCZ0000299-2024;2024-09-27;2024-09-27;893.99;893.99;AUTOMOTORES;AUTK-SCZ0000467
AUTC-LPZ0003611-2024;2024-10-09;2024-10-09;193.73;193.73;AUTOMOTORES;AUTC-LPZ0000014
AUTC-LPZ0003611-2024;2024-10-09;2024-10-09;162.39;162.39;AUTOMOTORES;AUTC-LPZ0000014
AUTC-LPZ0003720-2024;2024-10-02;2024-10-17;41.06;41.06;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0001612-2024;2024-09-07;2024-09-08;361.97;361.97;AUTOMOTORES;AUTI-SCZ0007242
AUTI-SCZ0001612-2024;2024-09-07;2024-09-08;743.48;743.48;AUTOMOTORES;AUTI-SCZ0007242
AUTC-SCZ0000070-2022;2022-12-18;2022-12-19;283.38;85.01;AUTOMOTORES;AUTC-SCZ0000001
AUTC-SCZ0000069-2022;2022-12-11;2022-12-13;419.83;125.95;AUTOMOTORES;AUTC-SCZ0000001
AUTI-SCZ0000394-2022;2022-12-10;2022-12-13;282.07;84.62;AUTOMOTORES;AUTI-SCZ0000152
AUTI-LPZ0000203-2022;2022-09-22;2022-09-22;167.93;50.38;AUTOMOTORES;AUTI-LPZ0000492
AUTI-LPZ0000123-2022;2022-07-22;2022-07-22;63.89;19.17;AUTOMOTORES;AUTI-LPZ0000571
AUTI-LPZ0000053-2022;2022-05-05;2022-05-05;522.55;156.77;AUTOMOTORES;AUTI-LPZ0000340
AUTI-LPZ0000113-2022;2022-07-16;2022-07-16;35.03;10.51;AUTOMOTORES;AUTI-LPZ0000481
AUTI-LPZ0000240-2022;2022-11-10;2022-11-10;11576.33;11576.33;AUTOMOTORES;AUTI-LPZ0000935
AUTC-LPZ0000181-2022;2022-11-10;2022-11-10;416.99;416.99;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000088-2022;2022-06-15;2022-06-15;388.05;116.42;AUTOMOTORES;AUTI-LPZ0000302
AUTI-SCZ0000306-2022;2022-10-19;2022-10-19;337.93;101.38;AUTOMOTORES;AUTI-SCZ0001610
AUTI-LPZ0000246-2022;2022-11-16;2022-11-16;167.64;50.29;AUTOMOTORES;AUTI-LPZ0000506
AUTI-LPZ0000470-2023;2023-09-13;2023-09-22;954.81;954.81;AUTOMOTORES;AUTI-LPZ0000910
AUTC-LPZ0001896-2023;2023-12-01;2023-12-01;715.74;715.74;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0001375-2023;2023-11-01;2023-11-01;38.31;38.31;AUTOMOTORES;AUTI-SCZ0003709
AUTC-LPZ0002161-2023;2023-12-21;2023-12-21;751.17;751.17;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0002097-2024;2024-11-18;2024-11-27;1190.60;1190.60;AUTOMOTORES;AUTI-SCZ0007269
AUTC-LPZ0004210-2024;2024-11-22;2024-11-22;761.46;761.46;AUTOMOTORES;AUTC-LPZ0000005
AUTC-LPZ0003939-2024;2024-11-01;2024-11-01;218.66;218.66;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0004356-2024;2024-12-04;2024-12-05;476.76;476.76;AUTOMOTORES;AUTC-LPZ0000005
AUTC-LPZ0001251-2024;2024-04-11;2024-04-11;39.36;39.36;AUTOMOTORES;AUTC-LPZ0000003
AUTC-SCZ0000318-2024;2024-06-01;2024-06-01;628.95;628.95;AUTOMOTORES;AUTC-SCZ0000010
AUTI-LPZ0000822-2024;2024-12-03;2024-12-04;397.96;397.96;AUTOMOTORES;AUTI-LPZ0003029
AUTG-SCZ0000283-2024;2024-10-01;2024-10-01;934.40;934.40;AUTOMOTORES;AUTG-SCZ0000156
AUTC-LPZ0001907-2024;2024-06-01;2024-06-01;2467.47;2467.47;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0003853-2024;2024-10-26;2024-10-26;689.50;689.50;AUTOMOTORES;AUTC-LPZ0000003
AUTK-LPZ0000025-2024;2024-07-20;2024-07-20;13.12;13.12;AUTOMOTORES;AUTK-LPZ0000038
AUTC-LPZ0004021-2024;2024-11-08;2024-11-08;601.89;601.89;AUTOMOTORES;AUTC-LPZ0000040
AUTI-SCZ0001862-2024;2024-10-19;2024-10-19;2661.40;2661.40;AUTOMOTORES;AUTI-SCZ0008810
AUTI-LPZ0000803-2024;2024-11-16;2024-11-25;308.31;308.31;AUTOMOTORES;AUTI-LPZ0002833
AUTI-SCZ0002052-2024;2024-11-23;2024-11-23;8.82;8.82;AUTOMOTORES;AUTI-SCZ0000877R2
AUTI-SCZ0002061-2024;2024-11-23;2024-11-23;938.47;938.47;AUTOMOTORES;AUTI-SCZ0008024
AUTI-SCZ0001029-2024;2024-06-03;2024-06-03;5.48;5.48;AUTOMOTORES;AUTI-SCZ0005673
AUTC-LPZ0004334-2024;2024-11-26;2024-12-02;771.30;771.30;AUTOMOTORES;AUTC-LPZ0000005
AUTC-LPZ0004084-2024;2024-11-13;2024-11-13;1107.92;1107.92;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0004071-2024;2024-11-02;2024-11-02;2807.84;2807.84;AUTOMOTORES;AUTC-LPZ0000005
AUTC-LPZ0004259-2024;2024-11-24;2024-11-24;918.37;918.37;AUTOMOTORES;AUTC-LPZ0000005
AUTI-SCZ0002006-2024;2024-11-12;2024-11-12;896.59;896.59;AUTOMOTORES;AUTI-SCZ0009036
AUTC-LPZ0002785-2024;2024-08-03;2024-08-05;432.94;432.94;AUTOMOTORES;AUTC-LPZ0000005
AUTI-SCZ0001942-2024;2024-11-05;2024-11-05;723.39;723.39;AUTOMOTORES;AUTI-SCZ0008005
AUTC-SCZ0000155-2024;2024-03-15;2024-03-16;234.69;234.69;AUTOMOTORES;AUTC-SCZ0000001
AUTC-LPZ0002376-2024;2024-07-04;2024-07-04;2787.00;2787.00;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0004072-2024;2024-11-05;2024-11-06;584.93;584.93;AUTOMOTORES;AUTC-LPZ0000025
AUTK-SCZ0000291-2024;2024-09-30;2024-10-01;20.29;20.29;AUTOMOTORES;AUTK-SCZ0000596
AUTC-SCZ0000155-2024;2024-03-15;2024-03-16;163.27;163.27;AUTOMOTORES;AUTC-SCZ0000001
AUTI-SCZ0002126-2024;2024-12-08;2024-12-09;192.87;192.87;AUTOMOTORES;AUTI-SCZ0003559R1
AUTC-LPZ0003128-2024;2024-09-03;2024-09-03;196.32;196.32;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0004103-2024;2024-11-17;2024-11-17;632.36;632.36;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0002053-2024;2024-11-23;2024-11-23;126.82;126.82;AUTOMOTORES;AUTI-SCZ0005404R1
AUTC-LPZ0002178-2024;2024-06-18;2024-06-18;429.89;429.89;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0003023-2024;2024-08-25;2024-08-26;7574.57;7574.57;AUTOMOTORES;AUTC-LPZ0000001
AUTI-LPZ0000017-2024;2023-11-28;2023-11-28;242.32;242.32;AUTOMOTORES;AUTI-LPZ0002308
AUTC-LPZ0000038-2024;2023-12-25;2023-12-28;252.63;252.63;AUTOMOTORES;AUTC-LPZ0000001
AUTK-SCZ0000056-2023;2023-11-12;2023-11-13;28.31;28.31;AUTOMOTORES;AUTK-SCZ0000099
AUTI-LPZ0000601-2023;2023-11-28;2023-11-28;1895.04;1895.04;AUTOMOTORES;AUTI-LPZ0002329
AUTC-LPZ0000119-2024;2024-01-08;2024-01-10;229.29;229.29;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000187-2024;2024-01-10;2024-01-11;327.99;327.99;AUTOMOTORES;AUTC-LPZ0000005
AUTI-LPZ0000041-2024;2024-01-10;2024-01-10;385.54;385.54;AUTOMOTORES;AUTI-LPZ0002573
AUTI-LPZ0000607-2023;2023-11-30;2023-12-04;844.75;844.75;AUTOMOTORES;AUTI-LPZ0001664
AUTC-LPZ0000275-2024;2024-01-25;2024-01-25;1018.08;1018.08;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000069-2024;2024-01-25;2024-01-25;120.70;120.70;AUTOMOTORES;AUTI-LPZ0002432
AUTC-LPZ0001643-2023;2023-11-08;2023-11-08;1085.90;1085.90;AUTOMOTORES;AUTC-LPZ0000001
AUTC-SCZ0000033-2024;2024-01-15;2024-01-15;4496.59;4496.59;AUTOMOTORES;AUTC-SCZ0000001
AUTI-LPZ0000035-2024;2024-01-09;2024-01-09;106.53;106.53;AUTOMOTORES;AUTI-LPZ0002443
AUTC-LPZ0000112-2024;2023-12-15;2023-12-19;168.43;168.43;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000189-2024;2023-12-19;2023-12-19;304.37;304.37;AUTOMOTORES;AUTC-LPZ0000003
AUTC-SCZ0000406-2023;2023-10-27;2023-10-27;395.03;395.03;AUTOMOTORES;AUTC-SCZ0000003
AUTC-LPZ0001440-2023;2023-10-13;2023-10-14;279.01;279.01;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000058-2024;2023-11-27;2023-11-27;583.88;583.88;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000078-2024;2024-01-06;2024-01-06;534.43;534.43;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000186-2024;2024-01-10;2024-01-11;714.36;714.36;AUTOMOTORES;AUTC-LPZ0000005
AUTC-LPZ0002016-2023;2023-12-03;2023-12-09;301.75;301.75;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000047-2024;2023-12-22;2023-12-22;711.83;711.83;AUTOMOTORES;AUTC-LPZ0000003
AUTC-SCZ0000013-2024;2024-01-02;2024-01-03;737.45;737.45;AUTOMOTORES;AUTC-SCZ0000001
AUTI-SCZ0000251-2024;2024-02-01;2024-02-01;880.34;880.34;AUTOMOTORES;AUTI-SCZ0004669
AUTI-SCZ0000183-2024;2024-01-23;2024-01-23;477.43;477.43;AUTOMOTORES;AUTI-SCZ0004579
AUTC-LPZ0002013-2023;2023-12-09;2023-12-09;135.13;135.13;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0002013-2023;2023-12-09;2023-12-09;52.48;52.48;AUTOMOTORES;AUTC-LPZ0000001
AUTI-LPZ0000541-2023;2023-11-05;2023-11-05;1203.72;1203.72;AUTOMOTORES;AUTI-LPZ0000303R1
AUTC-LPZ0000248-2024;2024-01-23;2024-01-23;1245.83;1245.83;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000248-2024;2024-01-23;2024-01-23;1656.21;1656.21;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000009-2024;2023-12-16;2023-12-16;48.69;48.69;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000009-2024;2023-12-16;2023-12-16;549.36;549.36;AUTOMOTORES;AUTC-LPZ0000003
AUTK-SCZ0000035-2023;2023-10-19;2023-10-19;539.36;539.36;AUTOMOTORES;AUTK-SCZ0000250
AUTI-LPZ0000024-2024;2023-12-03;2023-12-11;1419.83;1419.83;AUTOMOTORES;AUTI-LPZ0001967
AUTC-LPZ0000120-2024;2024-01-09;2024-01-09;269.68;269.68;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0001282-2023;2023-09-18;2023-09-18;316.91;316.91;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000150-2024;2023-11-05;2023-11-06;302.33;302.33;AUTOMOTORES;AUTC-LPZ0000003
AUTG-LPZ0000004-2024;2024-01-09;2024-01-10;438.30;438.30;AUTOMOTORES;AUTG-LPZ0000046
AUTI-LPZ0000383-2023;2023-07-09;2023-07-09;180.59;54.18;AUTOMOTORES;AUTI-LPZ0000735
AUTC-LPZ0000139-2024;2023-12-30;2024-01-03;236.15;236.15;AUTOMOTORES;AUTC-LPZ0000005
AUTI-LPZ0000027-2024;2024-01-06;2024-01-06;301.30;301.30;AUTOMOTORES;AUTI-LPZ0002057
AUTC-LPZ0000234-2024;2024-01-02;2024-01-10;194.17;194.17;AUTOMOTORES;AUTC-LPZ0000005
AUTC-LPZ0003049-2024;2024-08-23;2024-08-26;1544.91;1544.91;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000528-2024;2024-07-19;2024-07-20;36.52;36.52;AUTOMOTORES;AUTI-LPZ0002669
AUTI-LPZ0000528-2024;2024-07-19;2024-07-20;867.25;867.25;AUTOMOTORES;AUTI-LPZ0002669
AUTG-SCZ0000017-2025;2025-01-29;2025-01-29;400.76;400.76;AUTOMOTORES;AUTG-SCZ0000179
AUTC-LPZ0003898-2024;2024-10-31;2024-10-31;2670.94;2670.94;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0001023-2024;2024-03-22;2024-03-22;361.99;361.99;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0004198-2024;2024-11-22;2024-11-23;198.21;198.21;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0002104-2024;2024-06-11;2024-06-11;788.55;788.55;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0002009-2024;2024-11-19;2024-11-19;33.97;33.97;AUTOMOTORES;AUTI-SCZ0008432
AUTC-LPZ0000462-2025;2025-02-09;2025-02-10;99.72;99.72;AUTOMOTORES;AUTC-LPZ0000001
AUTI-LPZ0000044-2025;2025-02-05;2025-02-05;251.95;251.95;AUTOMOTORES;AUTI-LPZ0002895
AUTI-SCZ0001632-2024;2024-09-03;2024-09-03;254.19;254.19;AUTOMOTORES;AUTI-SCZ0007812
AUTC-LPZ0003101-2024;2024-08-30;2024-08-31;154.55;154.55;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001631-2024;2024-08-30;2024-09-05;360.75;360.75;AUTOMOTORES;AUTI-SCZ0004170R1
AUTI-LPZ0000605-2024;2024-08-27;2024-08-27;1012.70;1012.70;AUTOMOTORES;AUTI-LPZ0003015
AUTC-LPZ0003260-2024;2024-09-13;2024-09-13;486.47;486.47;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000261-2022;2022-10-02;2022-10-02;728.86;218.66;AUTOMOTORES;AUTI-SCZ0000010
AUTI-SCZ0000280-2022;2022-10-05;2022-10-07;173.49;52.05;AUTOMOTORES;AUTI-SCZ0001048
AUTI-SCZ0000286-2022;2022-10-05;2022-10-05;786.82;786.82;AUTOMOTORES;AUTI-SCZ0001858
AUTI-SCZ0000284-2022;2022-10-04;2022-10-06;710.20;213.06;AUTOMOTORES;AUTI-SCZ0001701
AUTI-SCZ0000277-2022;2022-10-05;2022-10-06;101.46;101.46;AUTOMOTORES;AUTI-SCZ0001880
AUTI-SCZ0000106-2022;2022-06-25;2022-06-25;539.76;161.93;AUTOMOTORES;AUTI-SCZ0000561
AUTI-LPZ0000163-2022;2022-09-07;2022-09-07;345.06;103.52;AUTOMOTORES;AUTI-LPZ0000678
AUTI-LPZ0000146-2022;2022-08-22;2022-08-22;325.11;97.53;AUTOMOTORES;AUTI-LPZ0000002
AUTI-LPZ0000160-2022;2022-09-05;2022-09-05;457.00;137.10;AUTOMOTORES;AUTI-LPZ0000526
AUTC-LPZ0000121-2022;2022-10-03;2022-10-03;282.99;84.90;AUTOMOTORES;AUTC-LPZ0000005
AUTC-LPZ0000094-2022;2022-09-13;2022-09-13;190.23;57.07;AUTOMOTORES;AUTC-LPZ0000005
AUTG-SCZ0000100-2023;2023-08-21;2023-08-22;2337.49;2337.49;AUTOMOTORES;AUTG-SCZ0000018
AUTI-SCZ0001027-2023;2023-09-01;2023-09-05;23.54;23.54;AUTOMOTORES;AUTI-SCZ0002491
AUTC-SCZ0000339-2023;2023-09-22;2023-09-22;142.49;142.49;AUTOMOTORES;AUTC-SCZ0000001
AUTI-SCZ0000900-2023;2023-08-18;2023-08-18;768.84;768.84;AUTOMOTORES;AUTI-SCZ0003070
AUTI-SCZ0000900-2023;2023-08-18;2023-08-18;804.08;804.08;AUTOMOTORES;AUTI-SCZ0003070
AUTI-SCZ0000900-2023;2023-08-18;2023-08-18;451.90;451.90;AUTOMOTORES;AUTI-SCZ0003070
AUTC-SCZ0000355-2023;2023-10-03;2023-10-03;385.54;385.54;AUTOMOTORES;AUTC-SCZ0000001
AUTC-SCZ0000329-2023;2023-09-16;2023-09-20;855.66;855.66;AUTOMOTORES;AUTC-SCZ0000001
AUTK-SCZ0000023-2023;2023-09-23;2023-09-23;263.79;263.79;AUTOMOTORES;AUTK-SCZ0000239
AUTC-LPZ0001169-2023;2023-09-14;2023-09-14;204.32;204.32;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000582-2023;2023-05-16;2023-05-16;238.43;238.43;AUTOMOTORES;AUTI-SCZ0003495
AUTI-SCZ0000582-2023;2023-05-16;2023-05-16;243.50;243.50;AUTOMOTORES;AUTI-SCZ0003495
AUTI-SCZ0001037-2023;2023-09-08;2023-09-12;279.01;279.01;AUTOMOTORES;AUTI-SCZ0000969R1
AUTI-SCZ0001063-2023;2023-09-17;2023-09-17;177.55;177.55;AUTOMOTORES;AUTI-SCZ0002115
AUTI-SCZ0001063-2023;2023-09-17;2023-09-17;336.25;336.25;AUTOMOTORES;AUTI-SCZ0002115
AUTI-SCZ0001063-2023;2023-09-17;2023-09-17;396.21;396.21;AUTOMOTORES;AUTI-SCZ0002115
AUTC-SCZ0000310-2023;2023-09-07;2023-09-07;111.95;111.95;AUTOMOTORES;AUTC-SCZ0000005
AUTC-SCZ0000370-2023;2023-09-28;2023-09-28;43.73;43.73;AUTOMOTORES;AUTC-SCZ0000009
AUTC-LPZ0000728-2023;2023-06-30;2023-06-30;8157.20;8157.20;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001038-2023;2023-08-06;2023-08-10;959.07;959.07;AUTOMOTORES;AUTI-SCZ0002102
AUTC-LPZ0000728-2023;2023-06-30;2023-06-30;1024.72;1024.72;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000334-2022;2022-10-29;2022-10-29;2266.25;679.88;AUTOMOTORES;AUTI-SCZ0001712
AUTC-LPZ0001139-2023;2023-08-14;2023-08-14;439.99;439.99;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001033-2023;2023-08-21;2023-08-21;1268.88;1268.88;AUTOMOTORES;AUTI-SCZ0002202
AUTI-LPZ0000471-2023;2023-10-06;2023-10-07;116.68;116.68;AUTOMOTORES;AUTI-LPZ0001801
AUTI-LPZ0000476-2023;2023-10-07;2023-10-07;228.28;228.28;AUTOMOTORES;AUTI-LPZ0001801
AUTI-LPZ0000450-2023;2023-09-19;2023-09-19;297.27;297.27;AUTOMOTORES;AUTI-LPZ0001331
AUTG-SCZ0000131-2023;2023-10-10;2023-10-10;428.78;428.78;AUTOMOTORES;AUTG-SCZ0000098
AUTC-LPZ0001411-2023;2023-10-12;2023-10-12;292.20;292.20;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000475-2023;2023-10-07;2023-10-07;116.68;116.68;AUTOMOTORES;AUTI-LPZ0000454R1
AUTI-SCZ0001197-2023;2023-10-05;2023-10-10;999.59;999.59;AUTOMOTORES;AUTI-SCZ0006044
AUTI-LPZ0000446-2023;2023-09-17;2023-09-17;249.56;249.56;AUTOMOTORES;AUTI-LPZ0001202
AUTI-LPZ0000451-2023;2023-09-20;2023-09-20;16.77;16.77;AUTOMOTORES;AUTI-LPZ0001275
AUTC-LPZ0001489-2023;2023-10-14;2023-10-16;73.47;73.47;AUTOMOTORES;AUTC-LPZ0000005
AUTC-SCZ0000477-2024;2024-09-13;2024-09-18;295.19;295.19;AUTOMOTORES;AUTC-SCZ0000001
AUTC-LPZ0003381-2024;2024-09-21;2024-09-21;1187.58;1187.58;AUTOMOTORES;AUTC-LPZ0000005
AUTI-SCZ0001443-2024;2024-08-10;2024-08-10;153.97;153.97;AUTOMOTORES;AUTI-SCZ0008004
AUTC-LPZ0002906-2024;2024-08-06;2024-08-08;237.41;237.41;AUTOMOTORES;AUTC-LPZ0000003
AUTI-LPZ0000574-2024;2024-08-13;2024-08-13;221.18;221.18;AUTOMOTORES;AUTI-LPZ0003268
AUTI-LPZ0000561-2024;2024-08-07;2024-08-07;460.54;460.54;AUTOMOTORES;AUTI-LPZ0002562
AUTK-SCZ0000108-2024;2024-04-01;2024-04-01;367.28;367.28;AUTOMOTORES;AUTK-SCZ0001838R1
AUTI-SCZ0000486-2024;2024-03-12;2024-03-12;369.31;369.31;AUTOMOTORES;AUTI-SCZ0006841
AUTC-LPZ0001092-2024;2024-03-30;2024-03-30;96.38;96.38;AUTOMOTORES;AUTC-LPZ0000014
AUTK-SCZ0000125-2024;2024-04-05;2024-04-05;517.21;517.21;AUTOMOTORES;AUTK-SCZ0000180
